item_date_published,date,item_title,item_description,item_link
2017-04-17T09:45:17Z,2017-04-17,"Monday, April 17, 2017","Sabotage and diplomacy. A look at the two ways the United States is dealing with North Korea’s nuclear threat. Guests: David E. Sanger, the chief Washington correspondent for The New York Times who recently returned from Russia; Max Fisher and Amanda Taub, who write the Interpreter column. For more information on today’s episode, visit http://nyti.ms/2pAUgi2.",https://www.nytimes.com/2017/04/17/podcasts/the-daily/north-korea-sabotage-and-diplomacy.html
2017-04-14T10:00:52Z,2017-04-14,"Friday, April 14, 2017","How do we reconcile unexpected American military action  overseas with President Trump’s isolationist campaign rhetoric? Guests: Helene Cooper, a reporter in Washington who covers the Pentagon; Rick Perlstein, who writes for The Times Magazine. For more information on today’s episode, visit http://nyti.ms/2omilHM.",https://www.nytimes.com/2017/04/14/podcasts/the-daily/the-daily-how-the-us-military-interprets-america-first.html
2017-04-13T09:46:34Z,2017-04-13,"Thursday, April 13, 2017","A week ago, President Trump was accused of being a tool of President Vladimir V. Putin. Now, he says ties with Moscow are at an all-time low. What is going on between the United States and Russia? Guest: David E. Sanger, who is currently in Moscow. For more information on today’s episode, visit http://nyti.ms/2pp7bqn.",https://www.nytimes.com/2017/04/13/podcasts/the-daily/the-daily-whats-going-on-with-the-us-and-russia.html
2017-04-12T10:05:08Z,2017-04-12,"Wednesday, April 12, 2017","The relationship between two key figures in the White House, Stephen K. Bannon and Jared Kushner, has deteriorated to the point of breakdown. Is Mr. Bannon in trouble? Guest: Jeremy W. Peters, who has been covering the story from Washington. For more information on today’s episode, visit http://nyti.ms/2osfGj3.",https://www.nytimes.com/2017/04/12/podcasts/the-daily/steve-bannon.html
2017-04-11T09:54:59Z,2017-04-11,"Tuesday, April 11, 2017","How did Bashar al-Assad, a mild-mannered ophthalmologist, become a ruler who uses chemical weapons against his own people? And why is President Trump rejecting Mr. Assad, even as he is embracing another Middle Eastern leader with a reputation for brutality. Guests: Ben Hubbard, who covers the Middle East for The Times; Rukmini Callimachi, who writes about the Islamic State. For more information on today’s episode, visit http://nyti.ms/2p79Cur.",https://www.nytimes.com/2017/04/11/podcasts/the-daily/bashar-al-assad.html
2017-04-10T09:51:08Z,2017-04-10,"Monday, April 10, 2017","Why President Trump’s decision to launch missiles into Syria is at odds with nearly everything he has said about Syria. Guest: Peter Baker, the chief White House correspondent. For more information on today’s episode, visit http://nyti.ms/2oU6HZq.",https://www.nytimes.com/2017/04/10/podcasts/the-daily/the-daily-trumps-syria-evolution.html
2017-04-07T09:49:39Z,2017-04-07,"Friday, April 7, 2017","The United States has launched 59 tomahawk missiles at an air base in Syria — a swift and decisive response to the Syrian government’s chemical weapons attack this week. And we navigate a historic day in the Senate. Guests: Helene Cooper, the Pentagon correspondent for The New York Times; Jennifer Steinhauer, who covers Congress. For more information on today’s episode, visit http://nyti.ms/2oMOPPR.",https://www.nytimes.com/2017/04/07/podcasts/the-daily/the-daily-syria-strike-and-senate-standoff.html
2017-04-06T09:35:36Z,2017-04-06,"Thursday, April 6, 2017","President Trump sits down for an exclusive interview with The New York Times. How a conversation about infrastructure veered off into allegations of spying, new thinking on the chemical attacks in Syria and a response to the sexual harassment claims against Bill O’Reilly. Plus: Trump and China. Guests: Maggie Haberman and Glenn Thrush, who interviewed the president; Peter Goodman, a reporter based in London. For more information on today’s episode, visit http://nyti.ms/2oQILG8.",https://www.nytimes.com/2017/04/06/podcasts/the-daily/the-daily-with-trump-in-the-oval-office.html
2017-04-05T09:44:51Z,2017-04-05,"Wednesday, April 5, 2017","President Trump treats the Syrian president as a potential ally. Will Tuesday’s deadly chemical weapons attack change that? Plus: the story of one village election that has become as much about Mr. Trump as about the candidates on the ballot. Guests: Anne Barnard, the Beirut bureau chief; Julie Bosman, who covers the midwest for the Times. For more information on today’s episode, visit http://nyti.ms/2nf8BmP.",https://www.nytimes.com/2017/04/05/podcasts/the-daily/the-daily-trumps-calculus-on-syria.html
2017-04-04T10:19:54Z,2017-04-04,"Tuesday, April 4, 2017","In 2013, Republicans in the Senate warned Democrats that they would soon regret a decision so extreme that it’s called “going nuclear.” That prediction may prove true this week, as Republicans prepare to go one step further to ensure the confirmation of Judge Neil M. Gorsuch to the Supreme Court. Guests: Jonathan Weisman and Jennifer Steinhauer, reporters at The New York Times. For more information on today’s episode, visit http://nyti.ms/2naaW2G.",https://www.nytimes.com/2017/04/04/podcasts/the-daily/the-daily-going-nuclear-on-neil-gorsuch.html
2017-04-03T09:44:20Z,2017-04-03,"Monday, April 3, 2017","Inside the New York Times investigation into accusations of harassment and other inappropriate behavior by Bill O’Reilly, and the lengths to which Fox News went to to keep the allegations quiet. Guest: Emily Steel, who has spent the last few months investigating this story. For more information on today’s episode, visit http://nyti.ms/2oHxCV8.",https://www.nytimes.com/2017/04/03/podcasts/the-daily/bill-oreilly-investigation.html
2017-03-31T10:02:19Z,2017-03-31,"Friday, March 31, 2017","The latest twist in a bizarre Washington drama that began 10 days ago, and what a technological development tells us about progress and repression in India. Guests: Matt Rosenberg, who is tracking the developments with Representative Devin Nunes; Ellen Barry, the South Asia bureau chief for The New York Times. For more information on today’s episode, visit http://nyti.ms/2n3yoyv.",https://www.nytimes.com/2017/03/31/podcasts/the-daily/phone-romeos-devin-nunes.html
2017-03-30T09:32:58Z,2017-03-30,"Thursday, March 30, 2017","The climate change battle through one coal miner's eyes. And why Scott Pruitt, President Trump's E.P.A. chief, confounds both sides. Guests: Coral Davenport, who covers energy and the environment for The New York Times; Mark Gray, who spent 38 years working in the coal mines of Kentucky. For more information on today’s episode, visit http://nyti.ms/2nPhB1g.",https://www.nytimes.com/2017/03/30/podcasts/the-daily/scott-pruitt-coal-mining.html
2017-03-29T09:51:43Z,2017-03-29,"Wednesday, March 29, 2017","The message was hardly subtle: coal miners at the Environmental Protection Agency. How President Trump is promising to do away with Obama’s legacy on climate change. Plus: the latest “Brexit” news. Guests: Coral Davenport, who covers energy and the environment for The Times; Peter Goodman, a Times reporter in London. For more information on today’s episode, visit http://nyti.ms/2odWwys.",http://nyti.ms/2odWwys
2017-03-28T09:46:54Z,2017-03-28,"Tuesday, March 28, 2017","President Trump wanted a faster battle plan. Iraqi leaders wanted quicker airstrikes. Is that why about 200 civilians are now dead in Mosul? Guests: Tim Arango and Rukmini Callimachi, New York Times reporters who have reported from Iraq. For more information on today’s episode, visit http://nyti.ms/2obiy4v.",https://www.nytimes.com/2017/03/28/podcasts/the-daily/the-daily-mosul.html
2017-03-27T10:04:18Z,2017-03-27,"Monday, March 27, 2017","Now that the Republican health care bill is dead, what is the future of the Democratic plan it was supposed to replace? And we talk with one of the ordinary Canadians who signed on for a grand social experiment: adopting Syrian refugees for one year. What happens as that year ends? Guests: Margot Sanger-Katz, who has been reporting on our health care system for years; Jodi Kantor and Catrin Einhorn, who have been writing about Syrian refugees in Canada; Peggy Karas, a Canadian sponsor of a refugee family. For more information on today’s episode, visit http://nyti.ms/2odVsdT.",https://www.nytimes.com/2017/03/27/podcasts/the-daily/canada-refugees-health-care-bill.html
2017-03-24T09:58:25Z,2017-03-24,"Friday, March 24, 2017","It was supposed to be a historic day for Republicans, with the House voting to repeal President Obama’s health care law. At least that was the idea. What went awry? And we look at a battle over school choice in Iowa that may be a preview for a larger national fight over the White House’s vision for American education. Guests: Jennifer Steinhauer, who has been tracking the House health care vote; Dana Goldstein, who covers education for the Times. For more information on today’s episode, visit http://nyti.ms/2nmKKOS.",http://nyti.ms/2nmKKOS
2017-03-23T09:44:03Z,2017-03-23,"Thursday, March 23, 2017","Republicans control the government  So why, as they head to a vote on the Republican health care plan, is the bill so disliked — and the party so divided? Plus: a view from the scene of yesterday’s deadly attacks in London. Guests: Jennifer Steinhauer, who is covering the health care debate for The New York Times; Katrin Bennhold, who lives in London and is reporting on the attack there. For more information on today’s episode, visit http://nyti.ms/2nXmcib.",http://nyti.ms/2nXmcib
2017-03-22T09:59:25Z,2017-03-22,"Wednesday, March 22, 2017","On the second day of the confirmation hearings for Judge Neil M. Gorsuch, senators want to know about his independence from the man who nominated him. Guests: Adam Liptak, who covers the Supreme Court for The New York Times; Cynthia Orr, the plaintiff in an important case that Judge Gorsuch decided. For more information on today’s episode, visit http://nyti.ms/2nrXHsE.",NA
2017-03-21T10:00:16Z,2017-03-21,"Tuesday, March 21, 2017","He said it under oath. James Comey, the head of the F.B.I., confirms at a House hearing that his agency is investigating the Trump campaign’s ties to Russia, and says it will pursue it “no matter how long that takes.” And why the president’s Supreme Court nominee is likely to say almost nothing of substance at his confirmation hearings this week. Guests: Matt Apuzzo, who covers the F.B.I. for The Times; Barbara Dury, a producer at Retro Report. For more information on today’s episode, visit http://nyti.ms/2n5WeGA.",NA
